Breed,Country of Origin,Fur Color,Height,Color of Eyes,Longevity,Character Traits,Common Health Problems
Pekingese,China,Black,6-9,Brown,12-15,intelligent,eye problems
Pekingese,China,Black,6-9,Brown,12-15,affectionate,Dental problems
Pekingese,China,Black,6-9,Brown,12-15,affectionate,respiratory issues
Pekingese,China,Black,6-9,Brown,12-15,affectionate,eye problems
Pekingese,China,Black,6-9,Brown,12-15,good-natured,Dental problems
Pekingese,China,Black,6-9,Brown,12-15,good-natured,respiratory issues
Pekingese,China,Black,6-9,Brown,12-15,good-natured,eye problems
Pekingese,China,White,6-9,Brown,12-15,Independent,Dental problems
Pekingese,China,White,6-9,Brown,12-15,Independent,respiratory issues
Pekingese,China,White,6-9,Brown,12-15,Independent,eye problems
Pekingese,China,White,6-9,Brown,12-15,intelligent,Dental problems
Pekingese,China,White,6-9,Brown,12-15,intelligent,respiratory issues
Pekingese,China,White,6-9,Brown,12-15,intelligent,eye problems
Pekingese,China,White,6-9,Brown,12-15,affectionate,Dental problems
Pekingese,China,White,6-9,Brown,12-15,affectionate,respiratory issues
Pekingese,China,White,6-9,Brown,12-15,affectionate,eye problems
Pekingese,China,White,6-9,Brown,12-15,good-natured,Dental problems
Pekingese,China,White,6-9,Brown,12-15,good-natured,respiratory issues
Pekingese,China,White,6-9,Brown,12-15,good-natured,eye problems
Pekingese,China,Red,6-9,Brown,12-15,Independent,Dental problems
Pekingese,China,Red,6-9,Brown,12-15,Independent,respiratory issues
Pekingese,China,Red,6-9,Brown,12-15,Independent,eye problems
Pekingese,China,Red,6-9,Brown,12-15,intelligent,Dental problems
Pekingese,China,Red,6-9,Brown,12-15,intelligent,respiratory issues
Pekingese,China,Red,6-9,Brown,12-15,intelligent,eye problems
Pekingese,China,Red,6-9,Brown,12-15,affectionate,Dental problems
Pekingese,China,Red,6-9,Brown,12-15,affectionate,respiratory issues
Pekingese,China,Red,6-9,Brown,12-15,affectionate,eye problems
Pekingese,China,Red,6-9,Brown,12-15,good-natured,Dental problems
Pekingese,China,Red,6-9,Brown,12-15,good-natured,respiratory issues
Pekingese,China,Red,6-9,Brown,12-15,good-natured,eye problems
Toy Poodle,France,White,10-11,Brown,12-15,Intelligent,Hip dysplasia
Toy Poodle,France,White,10-11,Brown,12-15,Intelligent,epilepsy
Toy Poodle,France,White,10-11,Brown,12-15,Intelligent,bladder stones
Toy Poodle,France,White,10-11,Brown,12-15,active,Hip dysplasia
Toy Poodle,France,White,10-11,Brown,12-15,active,epilepsy
Toy Poodle,France,White,10-11,Brown,12-15,active,bladder stones
Toy Poodle,France,White,10-11,Brown,12-15,affectionate,Hip dysplasia
Toy Poodle,France,White,10-11,Brown,12-15,affectionate,epilepsy
Toy Poodle,France,White,10-11,Brown,12-15,affectionate,bladder stones
Toy Poodle,France,White,10-11,Brown,12-15,hypoallergenic,Hip dysplasia
Toy Poodle,France,White,10-11,Brown,12-15,hypoallergenic,epilepsy
Toy Poodle,France,White,10-11,Brown,12-15,hypoallergenic,bladder stones
Toy Poodle,France,White,10-11,Blue,12-15,Intelligent,Hip dysplasia
Toy Poodle,France,White,10-11,Blue,12-15,Intelligent,epilepsy
Toy Poodle,France,White,10-11,Blue,12-15,Intelligent,bladder stones
Toy Poodle,France,White,10-11,Blue,12-15,active,Hip dysplasia
Toy Poodle,France,White,10-11,Blue,12-15,active,epilepsy
Toy Poodle,France,White,10-11,Blue,12-15,active,bladder stones
Toy Poodle,France,White,10-11,Blue,12-15,affectionate,Hip dysplasia
Toy Poodle,France,White,10-11,Blue,12-15,affectionate,epilepsy
Toy Poodle,France,White,10-11,Blue,12-15,affectionate,bladder stones
Toy Poodle,France,White,10-11,Blue,12-15,hypoallergenic,Hip dysplasia
Toy Poodle,France,White,10-11,Blue,12-15,hypoallergenic,epilepsy
Toy Poodle,France,White,10-11,Blue,12-15,hypoallergenic,bladder stones
Toy Poodle,France,Black,10-11,Brown,12-15,Intelligent,Hip dysplasia
Toy Poodle,France,Black,10-11,Brown,12-15,Intelligent,epilepsy
Toy Poodle,France,Black,10-11,Brown,12-15,Intelligent,bladder stones
Toy Poodle,France,Black,10-11,Brown,12-15,active,Hip dysplasia
Toy Poodle,France,Black,10-11,Brown,12-15,active,epilepsy
Toy Poodle,France,Black,10-11,Brown,12-15,active,bladder stones
Toy Poodle,France,Black,10-11,Brown,12-15,affectionate,Hip dysplasia
Toy Poodle,France,Black,10-11,Brown,12-15,affectionate,epilepsy
Toy Poodle,France,Black,10-11,Brown,12-15,affectionate,bladder stones
Toy Poodle,France,Black,10-11,Brown,12-15,hypoallergenic,Hip dysplasia
Toy Poodle,France,Black,10-11,Brown,12-15,hypoallergenic,epilepsy
Toy Poodle,France,Black,10-11,Brown,12-15,hypoallergenic,bladder stones
Toy Poodle,France,Black,10-11,Blue,12-15,Intelligent,Hip dysplasia
Toy Poodle,France,Black,10-11,Blue,12-15,Intelligent,epilepsy
Toy Poodle,France,Black,10-11,Blue,12-15,Intelligent,bladder stones
Toy Poodle,France,Black,10-11,Blue,12-15,active,Hip dysplasia
Toy Poodle,France,Black,10-11,Blue,12-15,active,epilepsy
Toy Poodle,France,Black,10-11,Blue,12-15,active,bladder stones
Toy Poodle,France,Black,10-11,Blue,12-15,affectionate,Hip dysplasia
Toy Poodle,France,Black,10-11,Blue,12-15,affectionate,epilepsy
Toy Poodle,France,Black,10-11,Blue,12-15,affectionate,bladder stones
Toy Poodle,France,Black,10-11,Blue,12-15,hypoallergenic,Hip dysplasia
Toy Poodle,France,Black,10-11,Blue,12-15,hypoallergenic,epilepsy
Toy Poodle,France,Black,10-11,Blue,12-15,hypoallergenic,bladder stones
Toy Poodle,France,Brown,10-11,Brown,12-15,Intelligent,Hip dysplasia
Toy Poodle,France,Brown,10-11,Brown,12-15,Intelligent,epilepsy
Toy Poodle,France,Brown,10-11,Brown,12-15,Intelligent,bladder stones
Toy Poodle,France,Brown,10-11,Brown,12-15,active,Hip dysplasia
Toy Poodle,France,Brown,10-11,Brown,12-15,active,epilepsy
Toy Poodle,France,Brown,10-11,Brown,12-15,active,bladder stones
Toy Poodle,France,Brown,10-11,Brown,12-15,affectionate,Hip dysplasia
Toy Poodle,France,Brown,10-11,Brown,12-15,affectionate,epilepsy
Toy Poodle,France,Brown,10-11,Brown,12-15,affectionate,bladder stones
Toy Poodle,France,Brown,10-11,Brown,12-15,hypoallergenic,Hip dysplasia
Toy Poodle,France,Brown,10-11,Brown,12-15,hypoallergenic,epilepsy
Toy Poodle,France,Brown,10-11,Brown,12-15,hypoallergenic,bladder stones
Toy Poodle,France,Brown,10-11,Blue,12-15,Intelligent,Hip dysplasia
Toy Poodle,France,Brown,10-11,Blue,12-15,Intelligent,epilepsy
Toy Poodle,France,Brown,10-11,Blue,12-15,Intelligent,bladder stones
Toy Poodle,France,Brown,10-11,Blue,12-15,active,Hip dysplasia
Toy Poodle,France,Brown,10-11,Blue,12-15,active,epilepsy
Toy Poodle,France,Brown,10-11,Blue,12-15,active,bladder stones
Toy Poodle,France,Brown,10-11,Blue,12-15,affectionate,Hip dysplasia
Toy Poodle,France,Brown,10-11,Blue,12-15,affectionate,epilepsy
Toy Poodle,France,Brown,10-11,Blue,12-15,affectionate,bladder stones
Toy Poodle,France,Brown,10-11,Blue,12-15,hypoallergenic,Hip dysplasia
Toy Poodle,France,Brown,10-11,Blue,12-15,hypoallergenic,epilepsy
Toy Poodle,France,Brown,10-11,Blue,12-15,hypoallergenic,bladder stones
Toy Poodle,France,Apricot,10-11,Brown,12-15,Intelligent,Hip dysplasia
Toy Poodle,France,Apricot,10-11,Brown,12-15,Intelligent,epilepsy
Toy Poodle,France,Apricot,10-11,Brown,12-15,Intelligent,bladder stones
Toy Poodle,France,Apricot,10-11,Brown,12-15,active,Hip dysplasia
Toy Poodle,France,Apricot,10-11,Brown,12-15,active,epilepsy
Toy Poodle,France,Apricot,10-11,Brown,12-15,active,bladder stones
Toy Poodle,France,Apricot,10-11,Brown,12-15,affectionate,Hip dysplasia
Toy Poodle,France,Apricot,10-11,Brown,12-15,affectionate,epilepsy
Toy Poodle,France,Apricot,10-11,Brown,12-15,affectionate,bladder stones
Toy Poodle,France,Apricot,10-11,Brown,12-15,hypoallergenic,Hip dysplasia
Toy Poodle,France,Apricot,10-11,Brown,12-15,hypoallergenic,epilepsy
Toy Poodle,France,Apricot,10-11,Brown,12-15,hypoallergenic,bladder stones
Toy Poodle,France,Apricot,10-11,Blue,12-15,Intelligent,Hip dysplasia
Toy Poodle,France,Apricot,10-11,Blue,12-15,Intelligent,epilepsy
Toy Poodle,France,Apricot,10-11,Blue,12-15,Intelligent,bladder stones
Toy Poodle,France,Apricot,10-11,Blue,12-15,active,Hip dysplasia
Toy Poodle,France,Apricot,10-11,Blue,12-15,active,epilepsy
Toy Poodle,France,Apricot,10-11,Blue,12-15,active,bladder stones
Toy Poodle,France,Apricot,10-11,Blue,12-15,affectionate,Hip dysplasia
Toy Poodle,France,Apricot,10-11,Blue,12-15,affectionate,epilepsy
Toy Poodle,France,Apricot,10-11,Blue,12-15,affectionate,bladder stones
Toy Poodle,France,Apricot,10-11,Blue,12-15,hypoallergenic,Hip dysplasia
Toy Poodle,France,Apricot,10-11,Blue,12-15,hypoallergenic,epilepsy
Toy Poodle,France,Apricot,10-11,Blue,12-15,hypoallergenic,bladder stones
Miniature Poodle,France,White,10-15,Brown,12-15,Intelligent,Hip dysplasia
Miniature Poodle,France,White,10-15,Brown,12-15,Intelligent,epilepsy
Miniature Poodle,France,White,10-15,Brown,12-15,Intelligent,bladder stones
Miniature Poodle,France,White,10-15,Brown,12-15,active,Hip dysplasia
Miniature Poodle,France,White,10-15,Brown,12-15,active,epilepsy
Miniature Poodle,France,White,10-15,Brown,12-15,active,bladder stones
Miniature Poodle,France,White,10-15,Brown,12-15,affectionate,Hip dysplasia
Miniature Poodle,France,White,10-15,Brown,12-15,affectionate,epilepsy
Miniature Poodle,France,White,10-15,Brown,12-15,affectionate,bladder stones
Miniature Poodle,France,White,10-15,Brown,12-15,hypoallergenic,Hip dysplasia
Miniature Poodle,France,White,10-15,Brown,12-15,hypoallergenic,epilepsy
Miniature Poodle,France,White,10-15,Brown,12-15,hypoallergenic,bladder stones
Miniature Poodle,France,White,10-15,Blue,12-15,Intelligent,Hip dysplasia
Miniature Poodle,France,White,10-15,Blue,12-15,Intelligent,epilepsy
Miniature Poodle,France,White,10-15,Blue,12-15,Intelligent,bladder stones
Miniature Poodle,France,White,10-15,Blue,12-15,active,Hip dysplasia
Miniature Poodle,France,White,10-15,Blue,12-15,active,epilepsy
Miniature Poodle,France,White,10-15,Blue,12-15,active,bladder stones
Miniature Poodle,France,White,10-15,Blue,12-15,affectionate,Hip dysplasia
Miniature Poodle,France,White,10-15,Blue,12-15,affectionate,epilepsy
Miniature Poodle,France,White,10-15,Blue,12-15,affectionate,bladder stones
Miniature Poodle,France,White,10-15,Blue,12-15,hypoallergenic,Hip dysplasia
Miniature Poodle,France,White,10-15,Blue,12-15,hypoallergenic,epilepsy
Miniature Poodle,France,White,10-15,Blue,12-15,hypoallergenic,bladder stones
Miniature Poodle,France,Black,10-15,Brown,12-15,Intelligent,Hip dysplasia
Miniature Poodle,France,Black,10-15,Brown,12-15,Intelligent,epilepsy
Miniature Poodle,France,Black,10-15,Brown,12-15,Intelligent,bladder stones
Miniature Poodle,France,Black,10-15,Brown,12-15,active,Hip dysplasia
Miniature Poodle,France,Black,10-15,Brown,12-15,active,epilepsy
Miniature Poodle,France,Black,10-15,Brown,12-15,active,bladder stones
Miniature Poodle,France,Black,10-15,Brown,12-15,affectionate,Hip dysplasia
Miniature Poodle,France,Black,10-15,Brown,12-15,affectionate,epilepsy
Miniature Poodle,France,Black,10-15,Brown,12-15,affectionate,bladder stones
Miniature Poodle,France,Black,10-15,Brown,12-15,hypoallergenic,Hip dysplasia
Miniature Poodle,France,Black,10-15,Brown,12-15,hypoallergenic,epilepsy
Miniature Poodle,France,Black,10-15,Brown,12-15,hypoallergenic,bladder stones
Miniature Poodle,France,Black,10-15,Blue,12-15,Intelligent,Hip dysplasia
Miniature Poodle,France,Black,10-15,Blue,12-15,Intelligent,epilepsy
Miniature Poodle,France,Black,10-15,Blue,12-15,Intelligent,bladder stones
Miniature Poodle,France,Black,10-15,Blue,12-15,active,Hip dysplasia
Miniature Poodle,France,Black,10-15,Blue,12-15,active,epilepsy
Miniature Poodle,France,Black,10-15,Blue,12-15,active,bladder stones
Miniature Poodle,France,Black,10-15,Blue,12-15,affectionate,Hip dysplasia
Miniature Poodle,France,Black,10-15,Blue,12-15,affectionate,epilepsy
Miniature Poodle,France,Black,10-15,Blue,12-15,affectionate,bladder stones
Miniature Poodle,France,Black,10-15,Blue,12-15,hypoallergenic,Hip dysplasia
Miniature Poodle,France,Black,10-15,Blue,12-15,hypoallergenic,epilepsy
Miniature Poodle,France,Black,10-15,Blue,12-15,hypoallergenic,bladder stones
Miniature Poodle,France,Brown,10-15,Brown,12-15,Intelligent,Hip dysplasia
Miniature Poodle,France,Brown,10-15,Brown,12-15,Intelligent,epilepsy
Miniature Poodle,France,Brown,10-15,Brown,12-15,Intelligent,bladder stones
Miniature Poodle,France,Brown,10-15,Brown,12-15,active,Hip dysplasia
Miniature Poodle,France,Brown,10-15,Brown,12-15,active,epilepsy
Miniature Poodle,France,Brown,10-15,Brown,12-15,active,bladder stones
Miniature Poodle,France,Brown,10-15,Brown,12-15,affectionate,Hip dysplasia
Miniature Poodle,France,Brown,10-15,Brown,12-15,affectionate,epilepsy
Miniature Poodle,France,Brown,10-15,Brown,12-15,affectionate,bladder stones
Miniature Poodle,France,Brown,10-15,Brown,12-15,hypoallergenic,Hip dysplasia
Miniature Poodle,France,Brown,10-15,Brown,12-15,hypoallergenic,epilepsy
Miniature Poodle,France,Brown,10-15,Brown,12-15,hypoallergenic,bladder stones
Miniature Poodle,France,Brown,10-15,Blue,12-15,Intelligent,Hip dysplasia
Miniature Poodle,France,Brown,10-15,Blue,12-15,Intelligent,epilepsy
Miniature Poodle,France,Brown,10-15,Blue,12-15,Intelligent,bladder stones
Miniature Poodle,France,Brown,10-15,Blue,12-15,active,Hip dysplasia
Miniature Poodle,France,Brown,10-15,Blue,12-15,active,epilepsy
Miniature Poodle,France,Brown,10-15,Blue,12-15,active,bladder stones
Miniature Poodle,France,Brown,10-15,Blue,12-15,affectionate,Hip dysplasia
Miniature Poodle,France,Brown,10-15,Blue,12-15,affectionate,epilepsy
Miniature Poodle,France,Brown,10-15,Blue,12-15,affectionate,bladder stones
Miniature Poodle,France,Brown,10-15,Blue,12-15,hypoallergenic,Hip dysplasia
Miniature Poodle,France,Brown,10-15,Blue,12-15,hypoallergenic,epilepsy
Miniature Poodle,France,Brown,10-15,Blue,12-15,hypoallergenic,bladder stones
Miniature Poodle,France,Apricot,10-15,Brown,12-15,Intelligent,Hip dysplasia
Miniature Poodle,France,Apricot,10-15,Brown,12-15,Intelligent,epilepsy
Miniature Poodle,France,Apricot,10-15,Brown,12-15,Intelligent,bladder stones
Miniature Poodle,France,Apricot,10-15,Brown,12-15,active,Hip dysplasia
Miniature Poodle,France,Apricot,10-15,Brown,12-15,active,epilepsy
Miniature Poodle,France,Apricot,10-15,Brown,12-15,active,bladder stones
Miniature Poodle,France,Apricot,10-15,Brown,12-15,affectionate,Hip dysplasia
Miniature Poodle,France,Apricot,10-15,Brown,12-15,affectionate,epilepsy
Miniature Poodle,France,Apricot,10-15,Brown,12-15,affectionate,bladder stones
Miniature Poodle,France,Apricot,10-15,Brown,12-15,hypoallergenic,Hip dysplasia
Miniature Poodle,France,Apricot,10-15,Brown,12-15,hypoallergenic,epilepsy
Miniature Poodle,France,Apricot,10-15,Brown,12-15,hypoallergenic,bladder stones
Miniature Poodle,France,Apricot,10-15,Blue,12-15,Intelligent,Hip dysplasia
Miniature Poodle,France,Apricot,10-15,Blue,12-15,Intelligent,epilepsy
Miniature Poodle,France,Apricot,10-15,Blue,12-15,Intelligent,bladder stones
Miniature Poodle,France,Apricot,10-15,Blue,12-15,active,Hip dysplasia
Miniature Poodle,France,Apricot,10-15,Blue,12-15,active,epilepsy
Miniature Poodle,France,Apricot,10-15,Blue,12-15,active,bladder stones
Miniature Poodle,France,Apricot,10-15,Blue,12-15,affectionate,Hip dysplasia
Miniature Poodle,France,Apricot,10-15,Blue,12-15,affectionate,epilepsy
Miniature Poodle,France,Apricot,10-15,Blue,12-15,affectionate,bladder stones
Miniature Poodle,France,Apricot,10-15,Blue,12-15,hypoallergenic,Hip dysplasia
Miniature Poodle,France,Apricot,10-15,Blue,12-15,hypoallergenic,epilepsy
Miniature Poodle,France,Apricot,10-15,Blue,12-15,hypoallergenic,bladder stones
Standard Poodle,France,White,15-22,Brown,12-15,Intelligent,Hip dysplasia
Standard Poodle,France,White,15-22,Brown,12-15,Intelligent,epilepsy
Standard Poodle,France,White,15-22,Brown,12-15,Intelligent,bladder stones
Standard Poodle,France,White,15-22,Brown,12-15,active,Hip dysplasia
Standard Poodle,France,White,15-22,Brown,12-15,active,epilepsy
Standard Poodle,France,White,15-22,Brown,12-15,active,bladder stones
Standard Poodle,France,White,15-22,Brown,12-15,affectionate,Hip dysplasia
Standard Poodle,France,White,15-22,Brown,12-15,affectionate,epilepsy
Standard Poodle,France,White,15-22,Brown,12-15,affectionate,bladder stones
Standard Poodle,France,White,15-22,Brown,12-15,hypoallergenic,Hip dysplasia
Standard Poodle,France,White,15-22,Brown,12-15,hypoallergenic,epilepsy
Standard Poodle,France,White,15-22,Brown,12-15,hypoallergenic,bladder stones
Standard Poodle,France,White,15-22,Blue,12-15,Intelligent,Hip dysplasia
Standard Poodle,France,White,15-22,Blue,12-15,Intelligent,epilepsy
Standard Poodle,France,White,15-22,Blue,12-15,Intelligent,bladder stones
Standard Poodle,France,White,15-22,Blue,12-15,active,Hip dysplasia
Standard Poodle,France,White,15-22,Blue,12-15,active,epilepsy
Standard Poodle,France,White,15-22,Blue,12-15,active,bladder stones
Standard Poodle,France,White,15-22,Blue,12-15,affectionate,Hip dysplasia
Standard Poodle,France,White,15-22,Blue,12-15,affectionate,epilepsy
Standard Poodle,France,White,15-22,Blue,12-15,affectionate,bladder stones
Standard Poodle,France,White,15-22,Blue,12-15,hypoallergenic,Hip dysplasia
Standard Poodle,France,White,15-22,Blue,12-15,hypoallergenic,epilepsy
Standard Poodle,France,White,15-22,Blue,12-15,hypoallergenic,bladder stones
Standard Poodle,France,Black,15-22,Brown,12-15,Intelligent,Hip dysplasia
Standard Poodle,France,Black,15-22,Brown,12-15,Intelligent,epilepsy
Standard Poodle,France,Black,15-22,Brown,12-15,Intelligent,bladder stones
Standard Poodle,France,Black,15-22,Brown,12-15,active,Hip dysplasia
Standard Poodle,France,Black,15-22,Brown,12-15,active,epilepsy
Standard Poodle,France,Black,15-22,Brown,12-15,active,bladder stones
Standard Poodle,France,Black,15-22,Brown,12-15,affectionate,Hip dysplasia
Standard Poodle,France,Black,15-22,Brown,12-15,affectionate,epilepsy
Standard Poodle,France,Black,15-22,Brown,12-15,affectionate,bladder stones
Standard Poodle,France,Black,15-22,Brown,12-15,hypoallergenic,Hip dysplasia
Standard Poodle,France,Black,15-22,Brown,12-15,hypoallergenic,epilepsy
Standard Poodle,France,Black,15-22,Brown,12-15,hypoallergenic,bladder stones
Standard Poodle,France,Black,15-22,Blue,12-15,Intelligent,Hip dysplasia
Standard Poodle,France,Black,15-22,Blue,12-15,Intelligent,epilepsy
Standard Poodle,France,Black,15-22,Blue,12-15,Intelligent,bladder stones
Standard Poodle,France,Black,15-22,Blue,12-15,active,Hip dysplasia
Standard Poodle,France,Black,15-22,Blue,12-15,active,epilepsy
Standard Poodle,France,Black,15-22,Blue,12-15,active,bladder stones
Standard Poodle,France,Black,15-22,Blue,12-15,affectionate,Hip dysplasia
Standard Poodle,France,Black,15-22,Blue,12-15,affectionate,epilepsy
Standard Poodle,France,Black,15-22,Blue,12-15,affectionate,bladder stones
Standard Poodle,France,Black,15-22,Blue,12-15,hypoallergenic,Hip dysplasia
Standard Poodle,France,Black,15-22,Blue,12-15,hypoallergenic,epilepsy
Standard Poodle,France,Black,15-22,Blue,12-15,hypoallergenic,bladder stones
Standard Poodle,France,Brown,15-22,Brown,12-15,Intelligent,Hip dysplasia
